#     t[s], lane,       x[m],     v[m/s],   a[m/s^2],     gap[m],    dv[m/s], label,           id,	roadId, originId, infoComment, absTime, xWithOffset[m]
     72.00,    2,      100.1,    10.6931,    0.33908,      33.04,  -0.483652,  IDM,           31,        1,        1, , 1970-01-01T00:01:12Z,   100.0753
     72.00,    2,       73.9,    10.3655,   -0.17690,      20.20,  -0.327618,  IDM,           32,        1,        1, , 1970-01-01T00:01:12Z,    73.8730
     73.00,    1,      291.6,     5.1974,    0.03456,      11.78,  -0.276462,  IDM,           22,        1,        1, , 1970-01-01T00:01:13Z,   291.5746
     73.00,    1,      242.7,     7.9187,   -0.06847,      42.84,   2.721275,  IDM,           24,        1,        1, , 1970-01-01T00:01:13Z,   242.7372
     73.00,    1,      219.0,     8.5254,   -0.21232,      17.69,   0.606644,  IDM,           26,        1,        1, , 1970-01-01T00:01:13Z,   219.0451
     73.00,    1,      180.6,    11.0363,   -0.16646,      32.43,   2.510896,  IDM,           28,        1,        1, , 1970-01-01T00:01:13Z,   180.6101
     73.00,    1,      153.7,     4.7441,    0.06086,      20.93,  -6.292165,  IDM,           25,        1,        1, , 1970-01-01T00:01:13Z,   153.6771
     73.00,    1,       50.8,     7.5548,    0.47937,      96.89,   2.810753,  IDM,           33,        1,        1, , 1970-01-01T00:01:13Z,    50.7838
     73.00,    2,      288.3,     5.7375,   -2.27871,      12.21,   4.243573,  IDM,           19,        1,        1, , 1970-01-01T00:01:13Z,   288.3351
     73.00,    2,      234.0,     4.9684,   -0.00286,      48.32,  -0.769098,  IDM,           18,        1,        1, , 1970-01-01T00:01:13Z,   234.0147
     73.00,    2,      215.3,     4.9553,   -0.00166,      12.68,  -0.013138,  IDM,           21,        1,        1, , 1970-01-01T00:01:13Z,   215.3391
     73.00,    2,      150.4,    11.3072,    0.07261,      58.97,   6.351961,  IDM,           29,        1,        1, , 1970-01-01T00:01:13Z,   150.3641
     73.00,    2,      110.9,    10.9959,    0.27264,      33.44,  -0.311341,  IDM,           31,        1,        1, , 1970-01-01T00:01:13Z,   110.9253
     73.00,    2,       84.2,    10.2874,   -0.01159,      20.74,  -0.708527,  IDM,           32,        1,        1, , 1970-01-01T00:01:13Z,    84.1863
     74.00,    1,      296.8,     5.2516,    0.06805,      12.07,  -0.285328,  IDM,           22,        1,        1, , 1970-01-01T00:01:14Z,   296.7964
     74.00,    1,      250.6,     7.8517,   -0.06624,      40.17,   2.600069,  IDM,           24,        1,        1, , 1970-01-01T00:01:14Z,   250.6222
     74.00,    1,      227.5,     8.3261,   -0.18824,      17.15,   0.474441,  IDM,           26,        1,        1, , 1970-01-01T00:01:14Z,   227.4688
     74.00,    1,      191.5,    10.8268,   -0.24258,      29.92,   2.500627,  IDM,           28,        1,        1, , 1970-01-01T00:01:14Z,   191.5479
     74.00,    1,      158.4,     4.7921,    0.03803,      27.10,  -6.034649,  IDM,           25,        1,        1, , 1970-01-01T00:01:14Z,   158.4471
     74.00,    1,       58.6,     7.9628,    0.35201,      93.89,   3.170729,  IDM,           33,        1,        1, , 1970-01-01T00:01:14Z,    58.5531
     74.00,    2,      293.2,     4.2344,   -1.06351,       9.27,   1.826289,  IDM,           19,        1,        1, , 1970-01-01T00:01:14Z,   293.2301
     74.00,    2,      239.0,     4.9564,   -0.01647,      48.25,   0.721954,  IDM,           18,        1,        1, , 1970-01-01T00:01:14Z,   238.9781
     74.00,    2,      220.3,     4.9539,   -0.00179,      12.68,  -0.002500,  IDM,           21,        1,        1, , 1970-01-01T00:01:14Z,   220.2937
     74.00,    2,      161.7,    11.3090,   -0.05629,      52.61,   6.355150,  IDM,           29,        1,        1, , 1970-01-01T00:01:14Z,   161.6828
     74.00,    2,      122.0,    11.2308,    0.20366,      33.64,  -0.078227,  IDM,           31,        1,        1, , 1970-01-01T00:01:14Z,   122.0444
     74.00,    2,       94.5,    10.3303,    0.07891,      21.56,  -0.900478,  IDM,           32,        1,        1, , 1970-01-01T00:01:14Z,    94.4879
